review_text,prediction,targets
"I would love this app so much more if part of the calendar wasn't obscured. 
I don't mind the week number or anything, I just wish I could see both it 
and the bottom of the calendar clearly.",2,2
Mostly features are for premium account and you can not delete account once you create. Disappointed with to this app,0,0
"I love gamification at work. Creating a simple, customizable system for home life is great!",2,2
Awesome to use,2,2
"Couldn't edit any habit in this apps can't add pages, episodes, and liters bec they're not available in the edit menu.. The only way to edit a habit is to delete it.",0,0
NOVEMBER updates broke a lot of functionalities. Please fix guys. - choosing alert notification sounds - ability to close off tasks on notification bar - lost full purchase info,0,0
"I love this app, but my premium service doesn't seem to follow me. I sent multiple emails to get it resolved however I'm only getting autogenerated response emails.",0,0
Hi I enjoyed the app but now it's crashing each time I try to open it and I have to reinstall it. I wouldn't mind of it was the first time but this is like the fourth time it's happening. Mind looking into it?,1,1
"Do you wish to NOT be a retard? Well... too bad. Simply owning this app means you acknowledge how useless you are to life and should, instead of uninstalling the app, uninstall yourself irl. 2 stars because the app is not entirely useless. It signals to others that you're a complete moron with no social capabilities.",0,0
"There is one problem that not notified me accurate time it's 5 to 10 
minutes after wake me up why I don't know please help me regarding this",1,1
"I just want to say that the tutorial was too much info, things like this should be explained in a short and concise way, at a good pace. It was just too long and too much to take in. I didn't even try the app though, I can't say what rating it deserves. I am unnistalling but I may come back to it in the future, it's not you, it's me. (Also, you can't delete your account on mobile but you can on desktop. I suggest people to try the desktop version since it may have more features)",2,2
"Great App, but would be good if you could edit tasks after you've written them.  Also would be good if it could have, a daily 'things to do list'on.calendar ,which could be ticked off alongside projects /tasks.",1,2
